@type xy
        -9.42478        0.0181147
        -9.23438        0.0299375
        -9.04398        0.0409639
        -8.85358        0.0507734
        -8.66318        0.0589787
        -8.47278        0.0652403
        -8.28238        0.0692794
        -8.09198        0.0708899
        -7.90158        0.0699473
        -7.71118        0.0664153
        -7.52078        0.0603496
        -7.33038        0.0518983
        -7.13998        0.0412991
        -6.94958        0.0288737
        -6.75918        0.0150183
        -6.56878      0.000192065
        -6.37839       -0.0150973
        -6.18799       -0.0303102
        -5.99759       -0.0448931
        -5.80719       -0.0582975
        -5.61679       -0.0699998
        -5.42639         -0.07952
        -5.23599       -0.0864401
        -5.04559       -0.0904207
        -4.85519       -0.0912156
        -4.66479       -0.0886832
        -4.47439       -0.0827953
        -4.28399       -0.0736415
        -4.09359       -0.0614305
        -3.90319       -0.0464871
        -3.71279       -0.0292447
        -3.52239       -0.0102347
        -3.33199        0.0099285
        -3.14159        0.0305653
        -2.95119        0.0509518
        -2.76079        0.0703429
        -2.57039        0.0879967
        -2.37999           0.1032
        -2.18959         0.115294
         -1.9992         0.123697
         -1.8088          0.12793
         -1.6184         0.127636
          -1.428         0.122595
         -1.2376         0.112741
         -1.0472        0.0981701
       -0.856798        0.0791434
       -0.666398        0.0560876
       -0.475999        0.0295894
       -0.285599      0.000384056
      -0.0951998       -0.0306602
       0.0951998       -0.0625627
        0.285599       -0.0942546
        0.475999        -0.124607
        0.666398        -0.152462
        0.856798        -0.176666
          1.0472        -0.196099
          1.2376        -0.209715
           1.428        -0.216571
          1.6184        -0.215854
          1.8088        -0.206917
          1.9992        -0.189294
         2.18959        -0.162727
         2.37999        -0.127174
         2.57039       -0.0828223
         2.76079       -0.0300873
         2.95119        0.0303898
         3.14159        0.0977522
         3.33199         0.170944
         3.52239         0.248732
         3.71279         0.329732
         3.90319         0.412444
         4.09359         0.495281
         4.28399         0.576614
         4.47439         0.654806
         4.66479         0.728258
         4.85519         0.795443
         5.04559         0.854949
         5.23599         0.905514
         5.42639         0.946057
         5.61679         0.975704
         5.80719         0.993815
         5.99759         0.999999
         6.18799         0.994121
         6.37839         0.976308
         6.56878         0.946946
         6.75918          0.90667
         6.94958         0.856347
         7.13998         0.797052
         7.33038         0.730045
         7.52078         0.656734
         7.71118         0.578642
         7.90158         0.497369
         8.09198          0.41455
         8.28238         0.331815
         8.47278         0.250752
         8.66318         0.172865
         8.85358        0.0995409
         9.04398        0.0320169
         9.23438       -0.0286462
         9.42478       -0.0815865
&
