@type xy
        -9.42478        -0.011358
        -9.23438       -0.0266403
        -9.04398       -0.0414277
        -8.85358       -0.0551688
        -8.66318       -0.0673321
        -8.47278       -0.0774251
        -8.28238       -0.0850133
        -8.09198       -0.0897366
        -7.90158       -0.0913249
        -7.71118       -0.0896103
        -7.52078       -0.0845363
        -7.33038       -0.0761636
        -7.13998       -0.0646719
        -6.94958       -0.0503584
        -6.75918       -0.0336307
        -6.56878       -0.0149977
        -6.37839       0.00494501
        -6.18799        0.0255318
        -5.99759        0.0460475
        -5.80719        0.0657501
        -5.61679        0.0838944
        -5.42639        0.0997581
        -5.23599         0.112666
        -5.04559         0.122017
        -4.85519         0.127304
        -4.66479         0.128139
        -4.47439         0.124266
        -4.28399         0.115583
        -4.09359         0.102144
        -3.90319        0.0841697
        -3.71279        0.0620476
        -3.52239        0.0363259
        -3.33199       0.00770493
        -3.14159       -0.0229778
        -2.95119       -0.0547667
        -2.76079       -0.0866121
        -2.57039        -0.117397
        -2.37999        -0.145968
        -2.18959        -0.171166
         -1.9992        -0.191861
         -1.8088        -0.206987
         -1.6184         -0.21557
          -1.428        -0.216764
         -1.2376         -0.20988
         -1.0472        -0.194406
       -0.856798         -0.17003
       -0.666398        -0.136659
       -0.475999       -0.0944213
       -0.285599       -0.0436783
      -0.0951998        0.0149833
       0.0951998         0.080758
        0.285599         0.152637
        0.475999         0.229427
        0.666398         0.309779
        0.856798         0.392217
          1.0472         0.475173
          1.2376         0.557023
           1.428         0.636131
          1.6184         0.710881
          1.8088         0.779728
          1.9992         0.841229
         2.18959         0.894079
         2.37999         0.937152
         2.57039         0.969522
         2.76079         0.990491
         2.95119         0.999603
         3.14159         0.996662
         3.33199         0.981731
         3.52239         0.955134
         3.71279         0.917447
         3.90319          0.86948
         4.09359         0.812262
         4.28399         0.747009
         4.47439         0.675097
         4.66479         0.598025
         4.85519         0.517377
         5.04559         0.434783
         5.23599          0.35188
         5.42639         0.270267
         5.61679         0.191473
         5.80719         0.116917
         5.99759         0.047875
         6.18799       -0.0145472
         6.37839       -0.0694373
         6.56878        -0.116095
         6.75918        -0.154042
         6.94958        -0.183032
         7.13998        -0.203044
         7.33038        -0.214281
         7.52078        -0.217153
         7.71118        -0.212261
         7.90158        -0.200375
         8.09198        -0.182408
         8.28238         -0.15938
         8.47278        -0.132395
         8.66318          -0.1026
         8.85358       -0.0711552
         9.04398       -0.0392013
         9.23438      -0.00782556
         9.42478         0.021965
&
